,ID,genero,casado,idade,graduacao,profissao,experiencia_de_trabalho,pontuacao_gasto,tamanho_familia,var_1,seguimentacao
6182,463908,FEMININO,SIM,37,SIM,ARTISTA,9.0,BAIXO,2.0,Cat_6,C
6183,464154,FEMININO,SIM,47,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_6,C
6184,461272,MASCULINO,SIM,67,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_3,B
6185,461765,FEMININO,NAO,36,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,A
6186,467099,FEMININO,NAO,30,NAO,ENTRETENIMENTO,0.0,BAIXO,3.0,Cat_6,A
6187,464151,MASCULINO,NAO,40,SIM,DOUTOR,12.0,BAIXO,1.0,Cat_2,D
6188,461304,MASCULINO,NAO,19,NAO,MARKETING,2.0,BAIXO,4.0,Cat_6,C
6190,461457,FEMININO,SIM,32,NAO,DOUTOR,1.0,BAIXO,5.0,Cat_6,A
6192,463510,FEMININO,NAO,27,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,7.0,Cat_2,A
6193,465519,FEMININO,SIM,73,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,A
6194,461092,FEMININO,SIM,29,SIM,DONA_DE_CASA,0.0,ALTO,2.0,Cat_3,A
6195,461180,MASCULINO,NAO,28,NAO,ENTRETENIMENTO,0.0,BAIXO,3.0,Cat_3,D
6197,463028,MASCULINO,NAO,33,NAO,DOUTOR,1.0,BAIXO,4.0,Cat_6,D
6198,461276,MASCULINO,SIM,67,SIM,MARKETING,1.0,BAIXO,2.0,Cat_7,D
6199,460940,MASCULINO,SIM,73,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,A
6200,462955,MASCULINO,SIM,42,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_3,B
6201,467725,MASCULINO,NAO,32,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,2.0,Cat_6,D
6202,465217,MASCULINO,SIM,53,SIM,EXECUTIVO,1.0,ALTO,5.0,Cat_3,A
6203,463657,MASCULINO,SIM,42,SIM,EXECUTIVO,0.0,ALTO,2.0,Cat_6,B
6204,465851,FEMININO,SIM,50,NAO,ARTISTA,9.0,ALTO,2.0,Cat_4,A
6205,466561,FEMININO,NAO,19,NAO,ASSISTENCIA_MEDICA,3.0,BAIXO,3.0,Cat_6,D
6206,459577,MASCULINO,SIM,82,SIM,ADVOGADO,0.0,BAIXO,1.0,Cat_6,D
6207,466818,MASCULINO,SIM,82,NAO,EXECUTIVO,0.0,ALTO,2.0,Cat_6,B
6208,464543,FEMININO,NAO,38,SIM,ARTISTA,7.0,BAIXO,1.0,Cat_6,A
6210,467649,MASCULINO,SIM,38,SIM,DOUTOR,0.0,MEDIO,5.0,Cat_6,B
6211,466016,FEMININO,NAO,48,SIM,DONA_DE_CASA,1.0,BAIXO,1.0,Cat_3,B
6212,462547,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,9.0,BAIXO,4.0,Cat_6,D
6213,462963,MASCULINO,SIM,30,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_3,C
6214,466305,MASCULINO,NAO,31,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_2,B
6215,462631,FEMININO,SIM,35,NAO,ENGENHEIRO,2.0,ALTO,4.0,Cat_4,D
6216,460706,FEMININO,NAO,27,NAO,ENGENHEIRO,6.0,BAIXO,6.0,Cat_4,D
6217,460282,MASCULINO,SIM,40,NAO,EXECUTIVO,0.0,BAIXO,3.0,Cat_6,D
6218,459041,MASCULINO,SIM,62,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,D
6219,460114,MASCULINO,SIM,30,SIM,ASSISTENCIA_MEDICA,8.0,BAIXO,2.0,Cat_6,C
6220,460147,MASCULINO,SIM,67,SIM,ENTRETENIMENTO,1.0,MEDIO,3.0,Cat_6,C
6221,462123,MASCULINO,NAO,38,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_6,C
6222,465768,FEMININO,NAO,37,SIM,ARTISTA,7.0,BAIXO,4.0,Cat_4,A
6223,463236,FEMININO,NAO,26,SIM,ASSISTENCIA_MEDICA,5.0,BAIXO,2.0,Cat_6,D
6224,462487,MASCULINO,SIM,61,SIM,ENTRETENIMENTO,2.0,MEDIO,4.0,Cat_6,C
6225,463954,MASCULINO,SIM,22,NAO,ENTRETENIMENTO,1.0,MEDIO,3.0,Cat_4,D
6226,466609,FEMININO,SIM,47,SIM,ARTISTA,0.0,MEDIO,5.0,Cat_6,C
6227,461741,MASCULINO,SIM,67,SIM,ADVOGADO,1.0,ALTO,2.0,Cat_6,B
6228,464416,MASCULINO,SIM,38,SIM,ARTISTA,1.0,BAIXO,6.0,Cat_6,A
6230,465428,FEMININO,NAO,36,SIM,ENGENHEIRO,0.0,BAIXO,1.0,Cat_4,A
6231,464632,MASCULINO,NAO,29,NAO,ENTRETENIMENTO,0.0,BAIXO,8.0,Cat_4,D
6233,462554,MASCULINO,NAO,28,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,8.0,Cat_4,C
6236,464889,MASCULINO,SIM,41,NAO,EXECUTIVO,1.0,BAIXO,7.0,Cat_4,D
6237,465490,FEMININO,SIM,35,SIM,ARTISTA,0.0,MEDIO,5.0,Cat_4,C
6238,465909,MASCULINO,SIM,39,SIM,ENTRETENIMENTO,9.0,BAIXO,1.0,Cat_6,A
6239,465117,FEMININO,SIM,73,SIM,ARTISTA,1.0,ALTO,2.0,Cat_6,C
6240,459085,MASCULINO,NAO,22,NAO,MARKETING,4.0,BAIXO,3.0,Cat_6,A
6241,464709,MASCULINO,SIM,40,NAO,EXECUTIVO,8.0,ALTO,5.0,Cat_4,D
6242,460572,FEMININO,NAO,30,SIM,ENGENHEIRO,0.0,BAIXO,4.0,Cat_3,C
6243,464612,MASCULINO,NAO,32,SIM,DOUTOR,1.0,BAIXO,2.0,Cat_6,A
6244,465424,MASCULINO,NAO,38,SIM,ENTRETENIMENTO,1.0,BAIXO,3.0,Cat_6,A
6247,463248,FEMININO,SIM,26,NAO,DONA_DE_CASA,8.0,MEDIO,4.0,Cat_2,D
6248,464155,MASCULINO,NAO,41,NAO,DOUTOR,0.0,BAIXO,3.0,Cat_4,B
6249,467424,MASCULINO,SIM,56,SIM,ENTRETENIMENTO,2.0,MEDIO,2.0,Cat_6,D
6250,465220,MASCULINO,SIM,61,NAO,EXECUTIVO,0.0,ALTO,2.0,Cat_1,B
6251,463004,MASCULINO,SIM,48,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
6252,463315,MASCULINO,SIM,40,SIM,EXECUTIVO,0.0,ALTO,4.0,Cat_3,B
6253,466498,MASCULINO,SIM,83,SIM,ADVOGADO,6.0,ALTO,3.0,Cat_6,D
6254,463234,FEMININO,NAO,22,NAO,ENGENHEIRO,1.0,BAIXO,4.0,Cat_6,D
6255,462453,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,9.0,BAIXO,5.0,Cat_6,D
6257,467111,MASCULINO,SIM,72,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,B
6258,466355,MASCULINO,NAO,27,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,2.0,Cat_6,C
6259,463230,FEMININO,SIM,35,SIM,ENGENHEIRO,5.0,ALTO,3.0,Cat_6,A
6261,465018,MASCULINO,NAO,42,SIM,ENTRETENIMENTO,0.0,BAIXO,3.0,Cat_6,A
6262,464940,FEMININO,SIM,30,NAO,ENGENHEIRO,1.0,BAIXO,2.0,Cat_4,A
6263,465294,MASCULINO,SIM,73,NAO,ADVOGADO,0.0,BAIXO,2.0,Cat_6,D
6264,461525,MASCULINO,SIM,68,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,D
6265,460058,MASCULINO,SIM,46,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_4,B
6266,464692,FEMININO,NAO,48,NAO,MARKETING,1.0,BAIXO,1.0,Cat_3,D
6267,466342,FEMININO,SIM,49,SIM,ARTISTA,0.0,MEDIO,5.0,Cat_6,C
6268,459214,FEMININO,NAO,26,SIM,ENGENHEIRO,0.0,BAIXO,3.0,Cat_6,C
6269,464243,FEMININO,NAO,49,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,C
6270,467273,FEMININO,SIM,81,SIM,ADVOGADO,7.0,ALTO,2.0,Cat_6,B
6272,466187,FEMININO,SIM,56,SIM,ARTISTA,4.0,MEDIO,2.0,Cat_3,C
6273,466421,MASCULINO,SIM,26,NAO,DOUTOR,4.0,MEDIO,3.0,Cat_3,D
6274,461541,MASCULINO,NAO,36,SIM,EXECUTIVO,9.0,BAIXO,3.0,Cat_6,D
6275,462709,FEMININO,NAO,32,NAO,DOUTOR,0.0,BAIXO,3.0,Cat_6,C
6276,466233,FEMININO,SIM,56,SIM,DONA_DE_CASA,5.0,BAIXO,1.0,Cat_6,C
6277,461881,MASCULINO,NAO,40,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,A
6278,466371,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_2,D
6279,467717,FEMININO,SIM,66,NAO,ENGENHEIRO,0.0,ALTO,5.0,Cat_4,B
6281,466031,FEMININO,NAO,30,NAO,ENTRETENIMENTO,6.0,BAIXO,1.0,Cat_6,A
6282,467039,MASCULINO,SIM,26,NAO,DONA_DE_CASA,9.0,MEDIO,2.0,Cat_6,A
6283,464334,FEMININO,NAO,33,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
6284,459185,FEMININO,NAO,25,SIM,ENTRETENIMENTO,5.0,BAIXO,1.0,Cat_6,D
6285,460580,FEMININO,SIM,27,NAO,ENGENHEIRO,9.0,BAIXO,2.0,Cat_3,D
6286,464808,MASCULINO,SIM,42,NAO,ENTRETENIMENTO,1.0,BAIXO,4.0,Cat_4,A
6287,465583,MASCULINO,NAO,35,SIM,ARTISTA,2.0,BAIXO,2.0,Cat_6,A
6288,462042,FEMININO,NAO,29,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_6,D
6290,461776,MASCULINO,SIM,72,NAO,ENGENHEIRO,0.0,ALTO,4.0,Cat_4,B
6291,467251,FEMININO,NAO,21,NAO,ENGENHEIRO,1.0,BAIXO,6.0,Cat_6,C
6292,464937,MASCULINO,SIM,50,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_4,D
6293,464072,MASCULINO,SIM,49,SIM,EXECUTIVO,1.0,BAIXO,2.0,Cat_6,A
6294,460836,FEMININO,SIM,33,NAO,ARTISTA,6.0,MEDIO,2.0,Cat_6,C
6295,467323,FEMININO,SIM,52,SIM,ARTISTA,7.0,MEDIO,4.0,Cat_6,C
6296,464245,FEMININO,SIM,89,SIM,ADVOGADO,2.0,BAIXO,1.0,Cat_6,A
6297,459030,MASCULINO,SIM,46,NAO,EXECUTIVO,6.0,ALTO,6.0,Cat_6,C
6299,460926,MASCULINO,SIM,50,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_4,B
6300,463803,FEMININO,NAO,30,SIM,ENTRETENIMENTO,0.0,BAIXO,2.0,Cat_6,D
6301,466540,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,2.0,BAIXO,2.0,Cat_4,D
6303,467699,FEMININO,SIM,32,SIM,DOUTOR,0.0,MEDIO,2.0,Cat_4,C
6304,465773,MASCULINO,NAO,29,NAO,ENTRETENIMENTO,8.0,BAIXO,4.0,Cat_6,D
6305,464984,MASCULINO,NAO,32,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,D
6306,466215,MASCULINO,SIM,53,SIM,ARTISTA,3.0,MEDIO,4.0,Cat_6,C
6307,460508,MASCULINO,SIM,27,SIM,ASSISTENCIA_MEDICA,2.0,ALTO,3.0,Cat_3,D
6308,460229,FEMININO,SIM,68,SIM,ADVOGADO,2.0,ALTO,2.0,Cat_6,C
6310,459289,MASCULINO,NAO,39,SIM,DOUTOR,1.0,BAIXO,1.0,Cat_6,A
6311,461853,MASCULINO,NAO,20,NAO,ASSISTENCIA_MEDICA,6.0,BAIXO,3.0,Cat_6,D
6313,464513,MASCULINO,SIM,38,SIM,EXECUTIVO,6.0,ALTO,3.0,Cat_6,B
6314,465806,FEMININO,NAO,26,SIM,MARKETING,0.0,BAIXO,2.0,Cat_3,A
6315,463534,FEMININO,NAO,31,SIM,ENGENHEIRO,1.0,BAIXO,4.0,Cat_4,A
6316,467053,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,6.0,BAIXO,4.0,Cat_6,D
6319,466839,FEMININO,NAO,26,NAO,DONA_DE_CASA,8.0,BAIXO,2.0,Cat_6,D
6320,466510,MASCULINO,NAO,51,SIM,ARTISTA,6.0,BAIXO,1.0,Cat_6,A
6321,464299,FEMININO,NAO,35,SIM,ARTISTA,12.0,BAIXO,3.0,Cat_6,A
6322,463773,MASCULINO,SIM,36,SIM,ARTISTA,9.0,MEDIO,2.0,Cat_6,C
6323,462133,FEMININO,SIM,46,SIM,DOUTOR,9.0,ALTO,3.0,Cat_2,A
6325,460848,MASCULINO,SIM,53,NAO,ENTRETENIMENTO,10.0,MEDIO,3.0,Cat_6,A
6326,459324,FEMININO,NAO,18,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
6327,467214,MASCULINO,NAO,26,NAO,ENGENHEIRO,0.0,BAIXO,4.0,Cat_3,D
6328,462009,FEMININO,SIM,32,SIM,ASSISTENCIA_MEDICA,8.0,ALTO,2.0,Cat_2,A
6329,464929,MASCULINO,SIM,69,NAO,DOUTOR,0.0,MEDIO,3.0,Cat_4,B
6330,463149,MASCULINO,SIM,60,SIM,ARTISTA,3.0,MEDIO,2.0,Cat_6,C
6331,463447,MASCULINO,SIM,60,NAO,ENGENHEIRO,0.0,MEDIO,2.0,Cat_6,B
6333,462088,MASCULINO,SIM,26,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
6334,459992,MASCULINO,NAO,48,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,B
6335,462270,MASCULINO,SIM,51,SIM,DOUTOR,1.0,MEDIO,4.0,Cat_6,B
6336,466711,MASCULINO,SIM,72,NAO,EXECUTIVO,1.0,ALTO,4.0,Cat_6,B
6337,459614,FEMININO,NAO,43,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
6338,459850,MASCULINO,NAO,35,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,B
6339,460665,MASCULINO,NAO,29,NAO,ENTRETENIMENTO,5.0,BAIXO,1.0,Cat_6,D
6340,462841,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,8.0,BAIXO,6.0,Cat_6,D
6341,461761,FEMININO,NAO,27,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,8.0,Cat_6,C
6342,461573,FEMININO,NAO,40,SIM,ENGENHEIRO,1.0,BAIXO,5.0,Cat_6,C
6343,463199,FEMININO,SIM,52,SIM,ARTISTA,1.0,BAIXO,3.0,Cat_4,A
6344,465317,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_4,D
6346,464596,FEMININO,SIM,35,SIM,EXECUTIVO,0.0,BAIXO,2.0,Cat_6,B
6347,466059,MASCULINO,SIM,25,NAO,ENTRETENIMENTO,1.0,MEDIO,2.0,Cat_4,A
6348,463104,FEMININO,SIM,47,NAO,ADVOGADO,0.0,BAIXO,1.0,Cat_6,A
6349,459990,MASCULINO,SIM,37,SIM,ASSISTENCIA_MEDICA,1.0,MEDIO,2.0,Cat_6,A
6350,463330,MASCULINO,NAO,20,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,D
6352,467212,FEMININO,NAO,28,SIM,DOUTOR,1.0,BAIXO,3.0,Cat_6,B
6354,462266,MASCULINO,NAO,25,SIM,DOUTOR,8.0,BAIXO,5.0,Cat_6,D
6356,462838,FEMININO,SIM,32,SIM,DONA_DE_CASA,0.0,BAIXO,3.0,Cat_5,B
6357,460159,FEMININO,NAO,18,NAO,ENTRETENIMENTO,1.0,BAIXO,7.0,Cat_2,B
6358,460974,MASCULINO,SIM,79,NAO,ADVOGADO,1.0,BAIXO,1.0,Cat_6,D
6360,459919,FEMININO,NAO,49,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_4,B
6361,467381,MASCULINO,SIM,49,SIM,ENTRETENIMENTO,0.0,BAIXO,4.0,Cat_6,B
6362,461707,FEMININO,SIM,45,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_6,C
6363,462461,MASCULINO,NAO,28,SIM,DOUTOR,1.0,BAIXO,3.0,Cat_6,D
6365,459533,FEMININO,NAO,41,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,A
6366,461091,FEMININO,SIM,37,SIM,ARTISTA,3.0,MEDIO,3.0,Cat_3,B
6367,466467,FEMININO,SIM,36,SIM,ARTISTA,1.0,MEDIO,3.0,Cat_3,B
6368,462476,MASCULINO,SIM,45,SIM,ARTISTA,4.0,MEDIO,2.0,Cat_6,C
6370,464357,MASCULINO,NAO,40,SIM,ARTISTA,7.0,BAIXO,1.0,Cat_6,A
6371,459915,FEMININO,NAO,29,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_4,D
6373,463319,FEMININO,SIM,73,NAO,ADVOGADO,1.0,ALTO,3.0,Cat_6,B
6374,466323,MASCULINO,NAO,28,NAO,DOUTOR,4.0,BAIXO,1.0,Cat_3,B
6375,459363,MASCULINO,NAO,53,SIM,ARTISTA,2.0,BAIXO,1.0,Cat_6,A
6377,461794,FEMININO,NAO,19,NAO,ASSISTENCIA_MEDICA,5.0,BAIXO,5.0,Cat_2,D
6378,462563,FEMININO,SIM,52,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,C
6379,465922,FEMININO,NAO,31,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,3.0,Cat_6,D
6380,464341,MASCULINO,NAO,35,SIM,ARTISTA,2.0,BAIXO,2.0,Cat_6,A
6382,464294,MASCULINO,SIM,68,NAO,EXECUTIVO,1.0,ALTO,2.0,Cat_6,C
6383,461923,FEMININO,SIM,42,SIM,ARTISTA,2.0,MEDIO,2.0,Cat_6,C
6385,462880,MASCULINO,SIM,25,NAO,EXECUTIVO,1.0,ALTO,3.0,Cat_6,B
6386,464402,MASCULINO,NAO,37,SIM,ENTRETENIMENTO,7.0,BAIXO,1.0,Cat_6,A
6388,466841,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,6.0,Cat_4,D
6389,464536,MASCULINO,SIM,28,SIM,ARTISTA,0.0,MEDIO,3.0,Cat_6,A
6390,462765,FEMININO,SIM,50,SIM,ARTISTA,1.0,ALTO,8.0,Cat_6,B
6391,461364,FEMININO,NAO,46,NAO,DOUTOR,0.0,BAIXO,2.0,Cat_6,B
6392,465836,MASCULINO,NAO,19,NAO,EXECUTIVO,13.0,BAIXO,3.0,Cat_7,D
6393,465208,MASCULINO,SIM,37,SIM,ARTISTA,1.0,MEDIO,2.0,Cat_6,C
6394,460416,MASCULINO,NAO,28,SIM,ASSISTENCIA_MEDICA,14.0,BAIXO,1.0,Cat_6,D
6395,459787,MASCULINO,SIM,71,NAO,ADVOGADO,0.0,BAIXO,1.0,Cat_6,A
6396,464276,FEMININO,SIM,66,NAO,MARKETING,0.0,ALTO,2.0,Cat_1,C
6397,460560,FEMININO,SIM,57,SIM,DONA_DE_CASA,9.0,MEDIO,2.0,Cat_3,C
6398,467449,FEMININO,SIM,86,SIM,ADVOGADO,1.0,BAIXO,2.0,Cat_6,C
6399,467625,FEMININO,SIM,40,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,A
6400,460559,FEMININO,NAO,49,SIM,ASSISTENCIA_MEDICA,8.0,BAIXO,1.0,Cat_3,D
6401,463847,MASCULINO,SIM,41,NAO,ARTISTA,2.0,MEDIO,3.0,Cat_6,C
6402,464669,FEMININO,SIM,42,NAO,ENGENHEIRO,0.0,BAIXO,4.0,Cat_4,D
6404,461393,FEMININO,SIM,80,SIM,ARTISTA,6.0,MEDIO,2.0,Cat_6,C
6406,464149,MASCULINO,SIM,38,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_6,C
6407,461777,FEMININO,SIM,74,SIM,ADVOGADO,1.0,ALTO,2.0,Cat_6,A
6408,464505,FEMININO,NAO,30,NAO,DOUTOR,9.0,BAIXO,5.0,Cat_6,D
6409,463345,FEMININO,NAO,20,NAO,ASSISTENCIA_MEDICA,4.0,BAIXO,4.0,Cat_6,D
6410,459609,FEMININO,NAO,43,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_4,A
6411,465412,MASCULINO,NAO,32,SIM,DOUTOR,7.0,BAIXO,4.0,Cat_6,D
6412,465195,MASCULINO,SIM,53,SIM,EXECUTIVO,1.0,ALTO,3.0,Cat_6,B
6413,462550,FEMININO,NAO,23,NAO,ASSISTENCIA_MEDICA,2.0,BAIXO,6.0,Cat_1,D
6414,466896,MASCULINO,SIM,52,NAO,ARTISTA,7.0,BAIXO,1.0,Cat_6,C
6415,463851,FEMININO,SIM,45,SIM,ARTISTA,4.0,MEDIO,4.0,Cat_2,C
6417,464399,MASCULINO,SIM,63,NAO,ENTRETENIMENTO,0.0,MEDIO,5.0,Cat_6,C
6419,464782,MASCULINO,SIM,35,NAO,MARKETING,0.0,BAIXO,3.0,Cat_4,D
6420,465624,MASCULINO,NAO,39,SIM,ARTISTA,8.0,BAIXO,3.0,Cat_6,C
6421,462508,MASCULINO,SIM,37,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,7.0,Cat_4,D
6423,462872,FEMININO,SIM,47,NAO,ENGENHEIRO,10.0,BAIXO,2.0,Cat_3,D
6424,467535,MASCULINO,SIM,65,SIM,ADVOGADO,1.0,ALTO,2.0,Cat_6,A
6425,465793,MASCULINO,NAO,25,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_4,C
6426,465892,MASCULINO,NAO,40,SIM,ARTISTA,9.0,BAIXO,3.0,Cat_6,A
6427,463666,MASCULINO,NAO,27,SIM,EXECUTIVO,0.0,BAIXO,6.0,Cat_6,D
6428,459015,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_6,D
6430,466189,FEMININO,SIM,56,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_3,C
6431,466348,MASCULINO,NAO,53,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_4,C
6432,459461,FEMININO,SIM,39,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_1,C
6433,460620,MASCULINO,SIM,55,SIM,ENTRETENIMENTO,0.0,MEDIO,4.0,Cat_3,C
6434,463318,MASCULINO,SIM,65,SIM,ADVOGADO,0.0,BAIXO,2.0,Cat_1,A
6435,462626,FEMININO,NAO,26,SIM,ENGENHEIRO,0.0,BAIXO,6.0,Cat_4,B
6436,467554,FEMININO,NAO,28,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
6438,466651,MASCULINO,NAO,40,NAO,ENTRETENIMENTO,5.0,BAIXO,1.0,Cat_3,A
6439,466885,MASCULINO,SIM,42,NAO,EXECUTIVO,1.0,MEDIO,4.0,Cat_6,B
6440,467439,MASCULINO,SIM,37,SIM,ENTRETENIMENTO,1.0,BAIXO,4.0,Cat_6,A
6442,467134,FEMININO,SIM,33,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,5.0,Cat_5,D
6443,462753,MASCULINO,SIM,28,NAO,EXECUTIVO,0.0,MEDIO,3.0,Cat_6,D
6445,463537,FEMININO,NAO,32,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_6,D
6446,463217,FEMININO,SIM,33,SIM,ASSISTENCIA_MEDICA,2.0,ALTO,1.0,Cat_5,A
6448,466380,MASCULINO,SIM,36,SIM,ENTRETENIMENTO,5.0,BAIXO,2.0,Cat_6,A
6449,463101,FEMININO,NAO,27,NAO,DONA_DE_CASA,8.0,BAIXO,1.0,Cat_6,D
6450,466366,MASCULINO,NAO,18,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_2,D
6452,465716,FEMININO,NAO,59,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_6,C
6453,463014,MASCULINO,SIM,53,SIM,EXECUTIVO,0.0,ALTO,3.0,Cat_6,B
6455,462443,MASCULINO,NAO,20,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,2.0,Cat_4,D
6456,460453,FEMININO,NAO,40,SIM,DOUTOR,7.0,BAIXO,1.0,Cat_6,A
6457,466485,MASCULINO,SIM,37,SIM,EXECUTIVO,9.0,ALTO,2.0,Cat_3,A
6458,467445,MASCULINO,SIM,31,NAO,DOUTOR,8.0,BAIXO,2.0,Cat_2,A
6460,463500,MASCULINO,SIM,35,SIM,EXECUTIVO,0.0,ALTO,4.0,Cat_6,A
6461,461507,MASCULINO,SIM,35,SIM,ENTRETENIMENTO,0.0,BAIXO,2.0,Cat_6,D
6462,465918,FEMININO,NAO,39,SIM,ARTISTA,5.0,BAIXO,3.0,Cat_6,B
6463,467533,MASCULINO,SIM,79,SIM,ADVOGADO,2.0,BAIXO,1.0,Cat_6,D
6464,467029,MASCULINO,SIM,42,SIM,ARTISTA,8.0,MEDIO,2.0,Cat_6,C
6465,465749,MASCULINO,SIM,42,NAO,ENGENHEIRO,1.0,MEDIO,3.0,Cat_6,C
6466,460768,FEMININO,NAO,32,NAO,ENGENHEIRO,9.0,BAIXO,4.0,Cat_5,A
6467,460146,FEMININO,SIM,52,SIM,ENGENHEIRO,1.0,MEDIO,3.0,Cat_3,A
6468,464998,MASCULINO,SIM,59,SIM,ARTISTA,1.0,ALTO,2.0,Cat_6,C
6469,467715,MASCULINO,SIM,51,SIM,EXECUTIVO,4.0,ALTO,3.0,Cat_6,C
6470,462201,FEMININO,NAO,32,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,1.0,Cat_4,D
6471,467454,MASCULINO,SIM,49,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,A
6472,460645,FEMININO,NAO,40,NAO,DOUTOR,1.0,BAIXO,2.0,Cat_3,C
6473,465129,FEMININO,NAO,61,SIM,ENTRETENIMENTO,3.0,BAIXO,1.0,Cat_6,A
6474,464264,FEMININO,SIM,86,NAO,ADVOGADO,8.0,ALTO,2.0,Cat_6,B
6475,465913,FEMININO,SIM,29,SIM,ARTISTA,10.0,BAIXO,2.0,Cat_6,B
6476,461068,MASCULINO,NAO,46,NAO,MARKETING,1.0,BAIXO,4.0,Cat_3,D
6477,466689,MASCULINO,NAO,28,SIM,ARTISTA,8.0,BAIXO,3.0,Cat_6,C
6478,460071,FEMININO,NAO,53,SIM,ENGENHEIRO,1.0,BAIXO,1.0,Cat_6,A
6480,460477,MASCULINO,NAO,32,NAO,ENTRETENIMENTO,0.0,BAIXO,6.0,Cat_3,D
6481,467766,FEMININO,NAO,31,NAO,ASSISTENCIA_MEDICA,6.0,BAIXO,3.0,Cat_6,C
6482,460008,MASCULINO,NAO,25,NAO,DOUTOR,9.0,BAIXO,4.0,Cat_6,A
6484,461820,FEMININO,SIM,38,SIM,DOUTOR,0.0,MEDIO,2.0,Cat_6,C
6485,459226,FEMININO,SIM,43,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_1,C
6486,460961,MASCULINO,NAO,20,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,2.0,Cat_3,D
6487,463503,MASCULINO,SIM,33,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_7,A
6490,460404,MASCULINO,SIM,38,SIM,ARTISTA,5.0,BAIXO,7.0,Cat_6,A
